2025-07-13 05:23:50.773 INFO: ===========VERIFYING SETTINGS===========
2025-07-13 05:23:50.773 INFO: MACE version: 0.3.13
2025-07-13 05:23:50.868 INFO: CUDA version: 12.4, CUDA device: 0
2025-07-13 05:23:51.043 INFO: ===========LOADING INPUT DATA===========
2025-07-13 05:23:51.043 INFO: Using heads: ['Default']
2025-07-13 05:23:51.043 INFO: Using the key specifications to parse data:
2025-07-13 05:23:51.044 INFO: Default: KeySpecification(info_keys={'energy': 'None', 'stress': 'None', 'virials': 'REF_virials', 'dipole': 'dipole', 'polarizability': 'susceptibility_tensor', 'head': 'head'}, arrays_keys={'forces': 'None', 'dipole_deriv': 'dipole_deriv', 'polarizability_deriv': 'raman_tensor'})
2025-07-13 05:23:51.044 INFO: =============    Processing head Default     ===========
2025-07-13 05:23:51.230 INFO: Training set 1/1 [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 240, head: 240, forces: 0, dipole_deriv: 0, polarizability_deriv: 240]
2025-07-13 05:23:51.231 INFO: Total Training set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 240, head: 240, forces: 0, dipole_deriv: 0, polarizability_deriv: 240]
2025-07-13 05:23:51.231 INFO: No validation set provided, splitting training data instead.
2025-07-13 05:23:51.233 INFO: Using random 5% of training set for validation with indices saved in: ./valid_indices_123.txt
2025-07-13 05:23:51.234 INFO: Random Split Training set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 228, head: 228, forces: 0, dipole_deriv: 0, polarizability_deriv: 228]
2025-07-13 05:23:51.234 INFO: Random Split Validation set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 12, head: 12, forces: 0, dipole_deriv: 0, polarizability_deriv: 12]
2025-07-13 05:23:51.395 INFO: Test set 1/1 [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 240, head: 240, forces: 0, dipole_deriv: 0, polarizability_deriv: 240]
2025-07-13 05:23:51.396 INFO: Total Test set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 240, head: 240, forces: 0, dipole_deriv: 0, polarizability_deriv: 240]
2025-07-13 05:23:51.396 INFO: Total number of configurations: train=228, valid=12, tests=[Default_Default: 240],
2025-07-13 05:23:51.397 INFO: Atomic Numbers used: [16, 34, 42, 74]
2025-07-13 05:23:51.397 INFO: Processing datasets for head 'Default'
2025-07-13 05:23:51.574 INFO: Combining 1 list datasets for head 'Default'
2025-07-13 05:23:51.584 INFO: Head 'Default' training dataset size: 228
2025-07-13 05:23:51.584 INFO: Computing average number of neighbors
2025-07-13 05:23:51.750 INFO: Average number of neighbors: 18.983838383838386
2025-07-13 05:23:51.750 INFO: During training the following quantities will be reported: dipoles, polarizability, dipole_deriv, polarizability_deriv
2025-07-13 05:23:51.750 INFO: ===========MODEL DETAILS===========
2025-07-13 05:23:51.751 INFO: Building model
2025-07-13 05:23:51.751 INFO: Message passing with 128 channels and max_L=2 (128x0e + 128x1o + 128x2e)
2025-07-13 05:23:51.751 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-07-13 05:23:51.751 INFO: 8 radial and 5 basis functions
2025-07-13 05:23:51.751 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2025-07-13 05:23:51.751 INFO: Distance transform for radial basis functions: None
2025-07-13 05:23:51.751 INFO: Hidden irreps: 128x0e + 128x1o + 128x2e
2025-07-13 05:23:54.068 INFO: Total number of parameters: 1104272
2025-07-13 05:23:54.068 INFO: 
2025-07-13 05:23:54.068 INFO: ===========OPTIMIZER INFORMATION===========
2025-07-13 05:23:54.068 INFO: Using ADAM as parameter optimizer
2025-07-13 05:23:54.068 INFO: Batch size: 10
2025-07-13 05:23:54.068 INFO: Number of gradient updates: 45600
2025-07-13 05:23:54.068 INFO: Learning rate: 0.01, weight decay: 5e-07
2025-07-13 05:23:54.069 INFO: DipolePolarizabilityDerivLoss(dipole_weight=0.000, polarizability_weight=1.000, dipole_deriv_weight=0.000, polarizability_deriv_weight=0.000)
2025-07-13 05:23:54.072 WARNING: Cannot find checkpoint with tag 'MoWSSe_sus_ndata_all_subset_240_run-123' in './checkpoints'
2025-07-13 05:23:54.072 INFO: Using gradient clipping with tolerance=10.000
2025-07-13 05:23:54.072 INFO: 
2025-07-13 05:23:54.072 INFO: ===========TRAINING===========
2025-07-13 05:23:54.072 INFO: Started training, reporting errors on validation set
2025-07-13 05:23:54.072 INFO: Loss metrics on validation set
2025-07-13 05:23:56.465 INFO: Initial: head: Default, loss=26.3608, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.01 mDebye / A, RMSE_ALPHA_per_atom=   11.77, RMSE_ALPHA_DERIV=   14.44
2025-07-13 05:37:51.658 INFO: Epoch 18: head: Default, loss=0.0486, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.37, RMSE_ALPHA_DERIV=   11.31
2025-07-13 05:38:35.337 INFO: Epoch 19: head: Default, loss=0.0237, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.24, RMSE_ALPHA_DERIV=   11.21
2025-07-13 05:39:19.015 INFO: Epoch 20: head: Default, loss=0.0485, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.37, RMSE_ALPHA_DERIV=   10.92
2025-07-13 05:40:02.700 INFO: Epoch 21: head: Default, loss=0.0269, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.26, RMSE_ALPHA_DERIV=   10.82
2025-07-13 05:40:46.376 INFO: Epoch 22: head: Default, loss=0.0118, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.22, RMSE_ALPHA_DERIV=   10.82
2025-07-13 05:41:30.094 INFO: Epoch 23: head: Default, loss=0.0168, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.21, RMSE_ALPHA_DERIV=   10.82
2025-07-13 05:42:13.768 INFO: Epoch 24: head: Default, loss=0.0334, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.29, RMSE_ALPHA_DERIV=   10.73
2025-07-13 05:42:57.447 INFO: Epoch 25: head: Default, loss=0.0251, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.25, RMSE_ALPHA_DERIV=   10.60
2025-07-13 05:43:41.118 INFO: Epoch 26: head: Default, loss=0.0112, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=   10.53
2025-07-13 05:44:24.841 INFO: Epoch 27: head: Default, loss=0.0107, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=   10.52
2025-07-13 05:45:08.575 INFO: Epoch 28: head: Default, loss=0.0195, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.27, RMSE_ALPHA_DERIV=   10.33
2025-07-13 05:45:52.252 INFO: Epoch 29: head: Default, loss=0.0128, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=   10.35
2025-07-13 05:46:35.926 INFO: Epoch 30: head: Default, loss=0.0106, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=   10.38
2025-07-13 05:47:19.662 INFO: Epoch 31: head: Default, loss=0.0221, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.23, RMSE_ALPHA_DERIV=   10.21
2025-07-13 05:48:03.338 INFO: Epoch 32: head: Default, loss=0.0091, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=   10.27
2025-07-13 05:48:47.062 INFO: Epoch 33: head: Default, loss=0.0299, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.27, RMSE_ALPHA_DERIV=   10.12
2025-07-13 05:49:30.736 INFO: Epoch 34: head: Default, loss=0.0482, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.37, RMSE_ALPHA_DERIV=   10.20
2025-07-13 05:50:14.408 INFO: Epoch 35: head: Default, loss=0.0137, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=   10.23
2025-07-13 05:50:58.092 INFO: Epoch 36: head: Default, loss=0.0249, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.25, RMSE_ALPHA_DERIV=   10.09
2025-07-13 05:51:41.763 INFO: Epoch 37: head: Default, loss=0.0422, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.38, RMSE_ALPHA_DERIV=   10.21
2025-07-13 05:52:25.424 INFO: Epoch 38: head: Default, loss=0.0075, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=   10.42
2025-07-13 05:53:09.136 INFO: Epoch 39: head: Default, loss=0.0142, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=   10.14
2025-07-13 05:53:52.824 INFO: Epoch 40: head: Default, loss=0.0149, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.25, RMSE_ALPHA_DERIV=    9.97
2025-07-13 05:54:36.507 INFO: Epoch 41: head: Default, loss=0.0312, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.28, RMSE_ALPHA_DERIV=    9.95
2025-07-13 05:55:20.190 INFO: Epoch 42: head: Default, loss=0.0089, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.23, RMSE_ALPHA_DERIV=   10.32
2025-07-13 05:56:03.860 INFO: Epoch 43: head: Default, loss=0.0225, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.24, RMSE_ALPHA_DERIV=    9.99
2025-07-13 05:56:47.542 INFO: Epoch 44: head: Default, loss=0.0078, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=   10.30
2025-07-13 05:57:31.210 INFO: Epoch 45: head: Default, loss=0.0144, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=    9.92
2025-07-13 05:58:14.898 INFO: Epoch 46: head: Default, loss=0.0157, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=    9.94
2025-07-13 05:58:58.578 INFO: Epoch 47: head: Default, loss=0.0256, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.27, RMSE_ALPHA_DERIV=    9.85
2025-07-13 05:59:42.256 INFO: Epoch 48: head: Default, loss=0.0144, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=   10.12
2025-07-13 06:00:25.946 INFO: Epoch 49: head: Default, loss=0.0618, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.40, RMSE_ALPHA_DERIV=    9.92
2025-07-13 06:01:09.635 INFO: Epoch 50: head: Default, loss=0.0140, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.21, RMSE_ALPHA_DERIV=   10.21
2025-07-13 06:01:53.324 INFO: Epoch 51: head: Default, loss=0.0123, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=   10.20
2025-07-13 06:02:37.003 INFO: Epoch 52: head: Default, loss=0.0334, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.32, RMSE_ALPHA_DERIV=   10.03
2025-07-13 06:03:20.700 INFO: Epoch 53: head: Default, loss=0.0126, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.26, RMSE_ALPHA_DERIV=    9.99
2025-07-13 06:04:04.365 INFO: Epoch 54: head: Default, loss=0.0063, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=   10.11
2025-07-13 06:04:48.102 INFO: Epoch 55: head: Default, loss=0.0235, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.24, RMSE_ALPHA_DERIV=    9.77
2025-07-13 06:05:31.804 INFO: Epoch 56: head: Default, loss=0.0098, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=   10.05
2025-07-13 06:06:15.484 INFO: Epoch 57: head: Default, loss=0.0099, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    9.89
2025-07-13 06:06:59.159 INFO: Epoch 58: head: Default, loss=0.0075, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.23, RMSE_ALPHA_DERIV=    9.84
2025-07-13 06:07:42.834 INFO: Epoch 59: head: Default, loss=0.0114, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    9.90
2025-07-13 06:08:26.519 INFO: Epoch 60: head: Default, loss=0.0121, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    9.64
2025-07-13 06:09:10.217 INFO: Epoch 61: head: Default, loss=0.0102, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=    9.63
2025-07-13 06:09:53.872 INFO: Epoch 62: head: Default, loss=0.0178, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=    9.58
2025-07-13 06:10:37.561 INFO: Epoch 63: head: Default, loss=0.0234, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.25, RMSE_ALPHA_DERIV=    9.46
2025-07-13 06:11:21.244 INFO: Epoch 64: head: Default, loss=0.0075, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.15, RMSE_ALPHA_DERIV=    9.46
2025-07-13 06:12:04.917 INFO: Epoch 65: head: Default, loss=0.0112, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=    9.49
2025-07-13 06:12:48.584 INFO: Epoch 66: head: Default, loss=0.0149, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=    9.46
2025-07-13 06:13:32.267 INFO: Epoch 67: head: Default, loss=0.0084, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    9.42
2025-07-13 06:14:15.944 INFO: Epoch 68: head: Default, loss=0.0111, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.24, RMSE_ALPHA_DERIV=    9.61
2025-07-13 06:14:59.622 INFO: Epoch 69: head: Default, loss=0.0064, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.15, RMSE_ALPHA_DERIV=    9.32
2025-07-13 06:15:43.315 INFO: Epoch 70: head: Default, loss=0.0158, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=    9.26
2025-07-13 06:16:26.990 INFO: Epoch 71: head: Default, loss=0.0077, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.14, RMSE_ALPHA_DERIV=    9.39
