2025-07-12 23:00:43.244 INFO: ===========VERIFYING SETTINGS===========
2025-07-12 23:00:43.245 INFO: MACE version: 0.3.13
2025-07-12 23:00:43.341 INFO: CUDA version: 12.4, CUDA device: 0
2025-07-12 23:00:43.565 INFO: ===========LOADING INPUT DATA===========
2025-07-12 23:00:43.565 INFO: Using heads: ['Default']
2025-07-12 23:00:43.565 INFO: Using the key specifications to parse data:
2025-07-12 23:00:43.565 INFO: Default: KeySpecification(info_keys={'energy': 'None', 'stress': 'None', 'virials': 'REF_virials', 'dipole': 'dipole', 'polarizability': 'susceptibility_tensor', 'head': 'head'}, arrays_keys={'forces': 'None', 'dipole_deriv': 'dipole_deriv', 'polarizability_deriv': 'raman_tensor'})
2025-07-12 23:00:43.565 INFO: =============    Processing head Default     ===========
2025-07-12 23:00:43.726 INFO: Training set 1/1 [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 200, head: 200, forces: 0, dipole_deriv: 0, polarizability_deriv: 200]
2025-07-12 23:00:43.727 INFO: Total Training set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 200, head: 200, forces: 0, dipole_deriv: 0, polarizability_deriv: 200]
2025-07-12 23:00:43.727 INFO: No validation set provided, splitting training data instead.
2025-07-12 23:00:43.729 INFO: Using random 5% of training set for validation with indices saved in: ./valid_indices_123.txt
2025-07-12 23:00:43.730 INFO: Random Split Training set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 190, head: 190, forces: 0, dipole_deriv: 0, polarizability_deriv: 190]
2025-07-12 23:00:43.730 INFO: Random Split Validation set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 10, head: 10, forces: 0, dipole_deriv: 0, polarizability_deriv: 10]
2025-07-12 23:00:43.865 INFO: Test set 1/1 [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 200, head: 200, forces: 0, dipole_deriv: 0, polarizability_deriv: 200]
2025-07-12 23:00:43.866 INFO: Total Test set [energy: 0, stress: 0, virials: 0, dipole components: 0, polarizability: 200, head: 200, forces: 0, dipole_deriv: 0, polarizability_deriv: 200]
2025-07-12 23:00:43.866 INFO: Total number of configurations: train=190, valid=10, tests=[Default_Default: 200],
2025-07-12 23:00:43.867 INFO: Atomic Numbers used: [16, 34, 42, 74]
2025-07-12 23:00:43.867 INFO: Processing datasets for head 'Default'
2025-07-12 23:00:44.016 INFO: Combining 1 list datasets for head 'Default'
2025-07-12 23:00:44.024 INFO: Head 'Default' training dataset size: 190
2025-07-12 23:00:44.025 INFO: Computing average number of neighbors
2025-07-12 23:00:44.191 INFO: Average number of neighbors: 18.97270955165692
2025-07-12 23:00:44.191 INFO: During training the following quantities will be reported: dipoles, polarizability, dipole_deriv, polarizability_deriv
2025-07-12 23:00:44.191 INFO: ===========MODEL DETAILS===========
2025-07-12 23:00:44.192 INFO: Building model
2025-07-12 23:00:44.192 INFO: Message passing with 128 channels and max_L=2 (128x0e + 128x1o + 128x2e)
2025-07-12 23:00:44.192 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-07-12 23:00:44.192 INFO: 8 radial and 5 basis functions
2025-07-12 23:00:44.192 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2025-07-12 23:00:44.192 INFO: Distance transform for radial basis functions: None
2025-07-12 23:00:44.192 INFO: Hidden irreps: 128x0e + 128x1o + 128x2e
2025-07-12 23:00:46.512 INFO: Total number of parameters: 1104272
2025-07-12 23:00:46.512 INFO: 
2025-07-12 23:00:46.512 INFO: ===========OPTIMIZER INFORMATION===========
2025-07-12 23:00:46.512 INFO: Using ADAM as parameter optimizer
2025-07-12 23:00:46.512 INFO: Batch size: 10
2025-07-12 23:00:46.512 INFO: Number of gradient updates: 38000
2025-07-12 23:00:46.512 INFO: Learning rate: 0.01, weight decay: 5e-07
2025-07-12 23:00:46.512 INFO: DipolePolarizabilityDerivLoss(dipole_weight=0.000, polarizability_weight=1.000, dipole_deriv_weight=0.000, polarizability_deriv_weight=0.000)
2025-07-12 23:00:46.517 WARNING: Cannot find checkpoint with tag 'MoWSSe_sus_ndata_all_subset_200_run-123' in './checkpoints'
2025-07-12 23:00:46.517 INFO: Using gradient clipping with tolerance=10.000
2025-07-12 23:00:46.517 INFO: 
2025-07-12 23:00:46.517 INFO: ===========TRAINING===========
2025-07-12 23:00:46.517 INFO: Started training, reporting errors on validation set
2025-07-12 23:00:46.517 INFO: Loss metrics on validation set
2025-07-12 23:00:47.955 INFO: Initial: head: Default, loss=12.6104, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.01 mDebye / A, RMSE_ALPHA_per_atom=   11.23, RMSE_ALPHA_DERIV=   11.69
2025-07-12 23:12:47.922 INFO: Epoch 18: head: Default, loss=0.0067, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.26, RMSE_ALPHA_DERIV=    9.34
2025-07-12 23:13:25.558 INFO: Epoch 19: head: Default, loss=0.0068, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.26, RMSE_ALPHA_DERIV=    9.80
2025-07-12 23:14:03.162 INFO: Epoch 20: head: Default, loss=0.0143, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.38, RMSE_ALPHA_DERIV=    9.09
2025-07-12 23:14:40.733 INFO: Epoch 21: head: Default, loss=0.0060, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.25, RMSE_ALPHA_DERIV=    9.38
2025-07-12 23:15:18.357 INFO: Epoch 22: head: Default, loss=0.0032, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    9.16
2025-07-12 23:15:55.982 INFO: Epoch 23: head: Default, loss=0.0048, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.22, RMSE_ALPHA_DERIV=    9.24
2025-07-12 23:16:33.568 INFO: Epoch 24: head: Default, loss=0.0031, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    8.92
2025-07-12 23:17:11.189 INFO: Epoch 25: head: Default, loss=0.0052, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.23, RMSE_ALPHA_DERIV=    8.75
2025-07-12 23:17:48.782 INFO: Epoch 26: head: Default, loss=0.0078, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.28, RMSE_ALPHA_DERIV=    9.39
2025-07-12 23:18:26.365 INFO: Epoch 27: head: Default, loss=0.0056, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.24, RMSE_ALPHA_DERIV=    8.90
2025-07-12 23:19:03.972 INFO: Epoch 28: head: Default, loss=0.0054, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.23, RMSE_ALPHA_DERIV=    9.18
2025-07-12 23:19:41.555 INFO: Epoch 29: head: Default, loss=0.0040, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=    8.69
2025-07-12 23:20:19.131 INFO: Epoch 30: head: Default, loss=0.0030, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    8.74
2025-07-12 23:20:56.762 INFO: Epoch 31: head: Default, loss=0.0024, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.15, RMSE_ALPHA_DERIV=    8.68
2025-07-12 23:21:34.383 INFO: Epoch 32: head: Default, loss=0.0036, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=    8.43
2025-07-12 23:22:11.966 INFO: Epoch 33: head: Default, loss=0.0066, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.26, RMSE_ALPHA_DERIV=    9.33
2025-07-12 23:22:49.551 INFO: Epoch 34: head: Default, loss=0.0053, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.23, RMSE_ALPHA_DERIV=    8.60
2025-07-12 23:23:27.148 INFO: Epoch 35: head: Default, loss=0.0026, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.16, RMSE_ALPHA_DERIV=    8.60
2025-07-12 23:24:04.745 INFO: Epoch 36: head: Default, loss=0.0024, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.16, RMSE_ALPHA_DERIV=    8.53
2025-07-12 23:24:42.337 INFO: Epoch 37: head: Default, loss=0.0032, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    9.22
2025-07-12 23:25:19.945 INFO: Epoch 38: head: Default, loss=0.0028, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    8.45
2025-07-12 23:25:57.546 INFO: Epoch 39: head: Default, loss=0.0044, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.21, RMSE_ALPHA_DERIV=    8.55
2025-07-12 23:26:35.134 INFO: Epoch 40: head: Default, loss=0.0037, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.19, RMSE_ALPHA_DERIV=    8.32
2025-07-12 23:27:12.716 INFO: Epoch 41: head: Default, loss=0.0067, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.26, RMSE_ALPHA_DERIV=    8.36
2025-07-12 23:27:50.313 INFO: Epoch 42: head: Default, loss=0.0039, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.20, RMSE_ALPHA_DERIV=    8.65
2025-07-12 23:28:27.905 INFO: Epoch 43: head: Default, loss=0.0033, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    8.49
2025-07-12 23:29:05.494 INFO: Epoch 44: head: Default, loss=0.0053, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.23, RMSE_ALPHA_DERIV=    9.16
2025-07-12 23:29:43.082 INFO: Epoch 45: head: Default, loss=0.0028, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    8.50
2025-07-12 23:30:20.671 INFO: Epoch 46: head: Default, loss=0.0027, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.16, RMSE_ALPHA_DERIV=    8.41
2025-07-12 23:30:58.255 INFO: Epoch 47: head: Default, loss=0.0024, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.16, RMSE_ALPHA_DERIV=    8.82
2025-07-12 23:31:35.834 INFO: Epoch 48: head: Default, loss=0.0083, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.29, RMSE_ALPHA_DERIV=    8.25
2025-07-12 23:32:13.419 INFO: Epoch 49: head: Default, loss=0.0057, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.24, RMSE_ALPHA_DERIV=    8.14
2025-07-12 23:32:51.004 INFO: Epoch 50: head: Default, loss=0.0030, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    8.38
2025-07-12 23:33:28.585 INFO: Epoch 51: head: Default, loss=0.0056, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.24, RMSE_ALPHA_DERIV=    8.27
2025-07-12 23:34:06.160 INFO: Epoch 52: head: Default, loss=0.0030, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    8.53
2025-07-12 23:34:43.754 INFO: Epoch 53: head: Default, loss=0.0020, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.14, RMSE_ALPHA_DERIV=    8.37
2025-07-12 23:35:21.400 INFO: Epoch 54: head: Default, loss=0.0066, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.26, RMSE_ALPHA_DERIV=    8.19
2025-07-12 23:35:58.984 INFO: Epoch 55: head: Default, loss=0.0045, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.21, RMSE_ALPHA_DERIV=    8.26
2025-07-12 23:36:36.589 INFO: Epoch 56: head: Default, loss=0.0023, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.15, RMSE_ALPHA_DERIV=    9.13
2025-07-12 23:37:14.189 INFO: Epoch 57: head: Default, loss=0.0034, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    8.38
2025-07-12 23:37:51.772 INFO: Epoch 58: head: Default, loss=0.0031, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    8.59
2025-07-12 23:38:29.349 INFO: Epoch 59: head: Default, loss=0.0033, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    8.30
2025-07-12 23:39:06.946 INFO: Epoch 60: head: Default, loss=0.0020, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.14, RMSE_ALPHA_DERIV=    8.62
2025-07-12 23:39:44.536 INFO: Epoch 61: head: Default, loss=0.0019, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.14, RMSE_ALPHA_DERIV=    8.56
2025-07-12 23:40:22.185 INFO: Epoch 62: head: Default, loss=0.0025, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.16, RMSE_ALPHA_DERIV=    8.60
2025-07-12 23:40:59.783 INFO: Epoch 63: head: Default, loss=0.0018, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.13, RMSE_ALPHA_DERIV=    8.40
2025-07-12 23:41:37.417 INFO: Epoch 64: head: Default, loss=0.0034, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    8.07
2025-07-12 23:42:15.003 INFO: Epoch 65: head: Default, loss=0.0031, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.18, RMSE_ALPHA_DERIV=    8.27
2025-07-12 23:42:52.586 INFO: Epoch 66: head: Default, loss=0.0017, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.13, RMSE_ALPHA_DERIV=    8.29
2025-07-12 23:43:30.225 INFO: Epoch 67: head: Default, loss=0.0020, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.14, RMSE_ALPHA_DERIV=    8.06
2025-07-12 23:44:07.820 INFO: Epoch 68: head: Default, loss=0.0064, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.25, RMSE_ALPHA_DERIV=    8.47
2025-07-12 23:44:45.414 INFO: Epoch 69: head: Default, loss=0.0030, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    8.80
2025-07-12 23:45:23.002 INFO: Epoch 70: head: Default, loss=0.0089, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.30, RMSE_ALPHA_DERIV=    8.40
2025-07-12 23:46:00.588 INFO: Epoch 71: head: Default, loss=0.0028, RMSE_MU_per_atom=0.00 mDebye, RMSE_MU_DERIV=0.00 mDebye / A, RMSE_ALPHA_per_atom=    0.17, RMSE_ALPHA_DERIV=    8.71
